model,rmse,precision_at_k,recall_at_k,ndcg_at_k,item_coverage,item_gini
collaborative_filtering,1.012404274696946,0.00206896551724138,0.0005159926244299914,0.0021297790158775875,0.00780127283925272,0.8127722323049001
matrix_factorization,0.9117303804109982,0.027931034482758618,0.018974088217685262,0.03380045831618009,0.07986039827550812,0.6164183139792572
